movie,Gambit,2012,89,1h 29m
movie,Bubbles,2011,80,1h 20m
movie,Seven Fallen Objects,2011,90,1h 30m
movie,In Secret,2013,107,1h 47m
movie,Cowboys & Aliens,2011,119,1h 59m
movie,Tekken,2010,87,1h 27m
movie,Asleep in the Sun,2010,83,1h 23m
movie,Hempsters: Plant the Seed,2010,90,1h 30m
movie,Disconnect,2010,112,1h 52m
movie,The Stanford Prison Experiment,2015,122,2h 2m
movie,Venus & Vegas,2010,95,1h 35m
movie,The Ninth Cloud,2014,93,1h 33m
movie,El borde del tiempo,2011,100,1h 40m
movie,Beisbol,2010,
movie,Pots and Pans,2012,
movie,Dinner for Schmucks,2010,114,1h 54m
movie,Masters of the Universe,2019,
movie,The A-Team,2010,117,1h 57m
movie,The Rescuer,2011,84,1h 24m
movie,The Possession,2012,92,1h 32m
movie,The Queen of Sheba Meets the Atom Man,2018,110,1h 50m
movie,Real Steel,2011,127,2h 7m
movie,Satin,2011,84,1h 24m
movie,Caleuche: El llamado del Mar,2012,100,1h 40m
movie,L'apocalisse delle scimmie,2012,
movie,The Giver,2014,97,1h 37m
movie,Toy Story 3,2010,103,1h 43m
movie,Project x27,2010,
movie,Alita: Battle Angel,2018,
movie,"Cargo, les hommes perdus.",2010,93,1h 33m
movie,Untitled The Flash Film,2020,
movie,Moving Target,2011,
movie,Segurança Nacional,2010,86,1h 26m
movie,Stolen Memories,2012,
movie,My Nappy Roots: A Journey Through Black Hair-itage,2010,90,1h 30m
movie,Danger Close,2019,
movie,Lincoln,2012,150,2h 30m
movie,Milenge Milenge,2010,109,1h 49m
movie,Before We Go,2014,95,1h 35m
movie,The History of Love,2016,134,2h 14m
movie,Vidas pequeñas,2010,115,1h 55m
movie,7 Days,2010,105,1h 45m
movie,Scott Pilgrim vs. the World,2010,112,1h 52m
movie,Dream Street,2010,
movie,Surviving in L.A.,2018,
movie,A Bird of the Air,2011,108,1h 48m
movie,Shazam!,2019,
movie,Puss in Boots,2011,90,1h 30m
movie,Diary of a Bad Lad,2010,92,1h 32m
movie,Mad World,2010,98,1h 38m
movie,The Passing,2011,92,1h 32m
movie,Clawed,2017,95,1h 35m
movie,Wonder Woman,2017,141,2h 21m
movie,Blunt Movie,2013,83,1h 23m
movie,Party Crashers,2012,88,1h 28m
movie,42,2013,128,2h 8m
movie,El hada buena - Una fábula peronista,2010,85,1h 25m
movie,Life of Pi,2012,127,2h 7m
movie,Being Flynn,2012,102,1h 42m
movie,The Crazies,2010,101,1h 41m
movie,The Equalizer,2014,132,2h 12m
movie,Memorias del desarrollo,2010,113,1h 53m
movie,Captain America: The First Avenger,2011,124,2h 4m
movie,A Long Way Down,2014,96,1h 36m
movie,Sin City: A Dame to Kill For,2014,102,1h 42m
movie,Generation P,2011,112,1h 52m
movie,Drunkboat,2010,98,1h 38m
movie,The Grasslands,2011,114,1h 54m
movie,The Only Living Boy in New York,2017,89,1h 29m
movie,Texxas Jam '78,2012,60,1h 0m
movie,Saving Private Perez,2011,105,1h 45m
movie,Steve Phoenix: The Untold Story,2012,110,1h 50m
movie,High-Rise,2015,119,1h 59m
movie,Satan Hates You,2010,94,1h 34m
movie,Silent Alarm,2011,82,1h 22m
movie,Federal,2010,
movie,The Devil You Know,2013,76,1h 16m
movie,"Guns, Drugs and Dirty Money",2010,123,2h 3m
movie,House at the End of the Drive,2014,91,1h 31m
movie,Piranha 3D,2010,88,1h 28m
movie,Komaram Puli,2010,163,2h 43m
movie,Act Your Age,2011,101,1h 41m
movie,Taken by Force,2010,90,1h 30m
movie,Sensual,2010,99,1h 39m
movie,Golapi Ekhon Bilatey,2010,
movie,Margaret,2011,150,2h 30m
movie,Alan Partridge,2013,90,1h 30m
movie,Harlem Hostel,2010,81,1h 21m
movie,Smoking/Non-Smoking,2011,84,1h 24m
movie,Platinum Illusions,2011,
movie,Ex Machina,2014,108,1h 48m
movie,"Hot Country, Cold Winter",2016,104,1h 44m
movie,Tower Heist,2011,104,1h 44m
movie,The Smurfs,2011,103,1h 43m
movie,The Mechanic,2011,93,1h 33m
movie,Escape from Heaven,2018,
movie,Prince of Persia: The Sands of Time,2010,116,1h 56m
movie,Stan,2011,
movie,Bamboo Shark,2011,
movie,Cielito lindo,2010,91,1h 31m
movie,Clutch,2012,
movie,"Hail, Caesar!",2016,106,1h 46m
movie,Persona Au Gratin,2012,93,1h 33m
movie,The Deafening Silence of a Very Bright Light,2010,92,1h 32m
movie,Stiffs,2010,104,1h 44m
movie,Unstoppable,2010,98,1h 38m
movie,Sid Bernstein Presents...,2010,100,1h 40m
movie,Extremely Loud & Incredibly Close,2011,129,2h 9m
movie,The Tree of Life,2011,139,2h 19m
movie,El horror de la dama del lago,2010,90,1h 30m
movie,Ant-Man,2015,117,1h 57m
movie,The Greater Meaning of Water,2010,60,1h 0m
movie,Perfect Life,2010,98,1h 38m
movie,Abhishapt,2011,
movie,Season of the Witch,2011,95,1h 35m
movie,Atlas Shrugged: Part I,2011,97,1h 37m
movie,The Losers,2010,97,1h 37m
movie,Hall Pass,2011,105,1h 45m
movie,Felix Austria!,2013,77,1h 17m
movie,The Croods,2013,98,1h 38m
movie,Bandage,2010,119,1h 59m
movie,Barry Munday,2010,95,1h 35m
movie,Chasing 3000,2010,115,1h 55m
movie,Monkey Man,2011,
movie,A Woman Is a Woman,2010,102,1h 42m
movie,Gente mala del norte,2011,97,1h 37m
movie,La daga de Rasputín,2011,99,1h 39m
movie,U Want Me 2 Kill Him?,2013,92,1h 32m
movie,Sushi in Suhl,2012,100,1h 40m
movie,Red Tails,2012,125,2h 5m
movie,Making Change,2012,94,1h 34m
movie,Aftermath,2013,84,1h 24m
movie,PrimeMates,2010,82,1h 22m
movie,Silence,2016,161,2h 41m
movie,The Invited,2010,95,1h 35m
movie,Double Tap,2011,100,1h 40m
movie,Something Borrowed,2011,112,1h 52m
movie,Suburbicon,2017,105,1h 45m
movie,Tulip Fever,2017,105,1h 45m
movie,Furry Vengeance,2010,92,1h 32m
movie,Nina,2016,90,1h 30m
movie,CHIPS,2017,100,1h 40m
movie,Ramona and Beezus,2010,103,1h 43m
movie,Good Sharma,2010,100,1h 40m
movie,Bad Blood,2012,107,1h 47m
movie,O Inimigo Sem Rosto,2010,85,1h 25m
movie,Prisoners of the Sun,2013,85,1h 25m
movie,The Hero of Color City,2014,77,1h 17m
movie,Rings,2017,102,1h 42m
movie,Tranced,2010,
movie,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?),2010,116,1h 56m
movie,Love & Other Drugs,2010,112,1h 52m
movie,Syrup,2013,90,1h 30m
movie,A Thousand Words,2012,91,1h 31m
movie,Escape from Planet Earth,2013,89,1h 29m
movie,Have You Seen Me?,2016,
movie,Horrorween,2011,
movie,The Legend of Secret Pass,2010,92,1h 32m
movie,Waste of Space,2010,78,1h 18m
movie,Me and My Umbrella,2010,78,1h 18m
movie,Night of the Templar,2013,101,1h 41m
movie,What's Your Number?,2011,106,1h 46m
movie,California Indian,2011,90,1h 30m
movie,King of the Avenue,2010,83,1h 23m
movie,Samsara,2011,102,1h 42m
movie,Till You Get to Baraboo,2011,80,1h 20m
movie,Man of Steel,2013,143,2h 23m
movie,Jersey Justice,2014,100,1h 40m
movie,Kill,2011,90,1h 30m
movie,The Chosen Heaven,2010,123,2h 3m
movie,Cell,2016,98,1h 38m
movie,The Rain Fairy,2010,100,1h 40m
movie,The Illusionist,2010,80,1h 20m
movie,Night Catches Us,2010,90,1h 30m
movie,Drive,2011,100,1h 40m
movie,Kid Cannabis,2014,110,1h 50m
movie,Santorini Blue,2013,90,1h 30m
movie,War of the Dead,2011,86,1h 26m
movie,The Wolfman,2010,103,1h 43m
movie,Escalade,2011,80,1h 20m
movie,Irreversi,2010,
movie,The Last Full Measure,2018,
movie,The Attack,2012,102,1h 42m
movie,The Boxtrolls,2014,96,1h 36m
movie,The Man Who Knew Infinity,2015,108,1h 48m
movie,The Incredible Burt Wonderstone,2013,100,1h 40m
movie,Dallas Buyers Club,2013,117,1h 57m
movie,Elliot Loves,2012,92,1h 32m
movie,The First Grader,2010,103,1h 43m
movie,Jack Reacher,2012,130,2h 10m
movie,R.I.P.D.,2013,96,1h 36m
movie,Miles Ahead,2015,100,1h 40m
movie,The Yellow Wallpaper,2012,115,1h 55m
movie,Wilde Salomé,2011,95,1h 35m
movie,Scary Movie 5,2013,86,1h 26m
movie,13,2010,91,1h 31m
movie,The Guardians,2010,88,1h 28m
movie,Ironmen,2010,119,1h 59m
movie,Clash of the Titans,2010,106,1h 46m
movie,Nemesis,2010,83,1h 23m
movie,Thor,2011,115,1h 55m
movie,Red Dog,2011,92,1h 32m
movie,Warcraft,2016,123,2h 3m
movie,Devil's Knot,2013,114,1h 54m
movie,Folk!,2010,
movie,It's Kind of a Funny Story,2010,101,1h 41m
movie,The Mule,2013,100,1h 40m
movie,Spoon,2011,
movie,A Letter to Elia,2010,60,1h 0m
movie,The Last Pogo Jumps Again,2013,200,3h 20m
movie,Tooth Fairy,2010,101,1h 41m
movie,Belle du Seigneur,2012,104,1h 44m
movie,Cross the Line,2010,87,1h 27m
movie,The Danish Girl,2015,119,1h 59m
movie,Eyes of the Mothman,2011,150,2h 30m
movie,Jack and Jill,2011,91,1h 31m
movie,Take Me Home Tonight,2011,97,1h 37m
movie,Plumíferos - Aventuras voladoras,2010,80,1h 20m
movie,Lavoe,2011,90,1h 30m
movie,The Do-Deca-Pentathlon,2012,76,1h 16m
movie,Meridian Lines,2013,
movie,American Flyer,2010,100,1h 40m
movie,Percy Jackson & the Olympians: The Lightning Thief,2010,118,1h 58m
movie,Art Officially Favored,2019,90,1h 30m
movie,Ashes,2010,
movie,She's Out of My League,2010,104,1h 44m
movie,Card Subject to Change,2010,87,1h 27m
movie,The Book Thief,2013,131,2h 11m
movie,Conan the Barbarian,2011,113,1h 53m
movie,Shanghai Hotel,2011,110,1h 50m
movie,Interstellar,2014,169,2h 49m
movie,World War Z,2013,116,1h 56m
movie,Flipped,2010,90,1h 30m
movie,Valentine's Day,2010,125,2h 5m
movie,The Power of Few,2013,96,1h 36m
movie,Dreamkiller,2010,110,1h 50m
movie,Soupernatural,2010,
movie,Manhattan Minutiae,2016,99,1h 39m
movie,Priest,2011,87,1h 27m
movie,The Long Falling,2011,105,1h 45m
movie,Maximum Ride,2016,88,1h 28m
movie,Caravaggio and My Mother the Pope,2018,90,1h 30m
movie,Return to Yucca Flats: Desert Man-Beast,2010,79,1h 19m
movie,Magic,2010,
movie,Wild in the Streets,2012,82,1h 22m
movie,Dracula Untold,2014,92,1h 32m
movie,Gallowwalkers,2012,90,1h 30m
movie,Waking Madison,2010,89,1h 29m
movie,Godzilla,2014,123,2h 3m
movie,Land,2010,76,1h 16m
movie,The Babymakers,2012,95,1h 35m
movie,Electric Slide,2014,95,1h 35m
movie,Krystal,2017,90,1h 30m
movie,Pee-wee's Big Holiday,2016,90,1h 30m
movie,Approaching Midnight,2013,86,1h 26m
movie,Hotel Transylvania,2012,91,1h 31m
movie,Pet Sematary,2019,
movie,Retreat!,2016,
movie,Bhopal: A Prayer for Rain,2014,96,1h 36m
movie,Everyday Sunshine: The Story of Fishbone,2010,107,1h 47m
movie,The Town,2010,125,2h 5m
movie,Río de oro,2010,
movie,Whatever Happened to Pete Blaggit?,2012,94,1h 34m
movie,The Kids Are All Right,2010,106,1h 46m
movie,The Fallen Word,2013,60,1h 0m
movie,Ivan Mosjoukine ou L'enfant du carnaval,2016,67,1h 7m
movie,Killer by Nature,2010,94,1h 34m
movie,Pox,2011,100,1h 40m
movie,Hoodwinked Too! Hood vs. Evil,2011,86,1h 26m
movie,Gangster Exchange,2010,95,1h 35m
movie,Loot,2011,
movie,Neowolf,2010,88,1h 28m
movie,Night Traveler,2013,
movie,Fun in the Army,2010,
movie,The Speed of Thought,2011,93,1h 33m
movie,The Avengers,2012,143,2h 23m
movie,Epic,2013,102,1h 42m
movie,The Sighting,2016,98,1h 38m
movie,Duel of Legends,2018,
movie,Jack & Diane,2012,110,1h 50m
movie,Jackson Arms,2015,90,1h 30m
movie,Risen,2010,121,2h 1m
movie,Sir Billi,2012,76,1h 16m
movie,Folie à deux,2012,
movie,Bloudím,2010,75,1h 15m
movie,Naked Run,2011,84,1h 24m
movie,A Summer Song,2010,
movie,This Is What Love in Action Looks Like,2011,74,1h 14m
movie,Great American Dream,2013,90,1h 30m
movie,Kolorádó Kid,2010,111,1h 51m
movie,The Sweeney,2012,112,1h 52m
movie,2001 Maniacs: Field of Screams,2010,84,1h 24m
movie,Immortal Island,2011,84,1h 24m
movie,Wide Blue Yonder,2010,82,1h 22m
movie,The Golden Greek: The Harry Agganis Story,2010,
movie,Super Troopers 2,2018,99,1h 39m
movie,Evangelion: 3.0 You Can (Not) Redo,2012,96,1h 36m
movie,Zenitram,2010,103,1h 43m
movie,Lupin the 3rd,2014,133,2h 13m
movie,Dukun,2018,108,1h 48m
movie,Mr. Peabody & Sherman,2014,92,1h 32m
movie,Letting Go,2012,83,1h 23m
movie,6 Month Rule,2011,100,1h 40m
movie,Catharsis,2011,89,1h 29m
movie,Jungle Cruise,2019,
movie,Touch Wood,2010,
movie,The Nightclub Days,2012,
movie,"Surprise, Surprise",2010,83,1h 23m
movie,My Soul to Take,2010,107,1h 47m
movie,Red State,2011,88,1h 28m
movie,The Dot Man,2017,
movie,Beijing Taxi,2010,78,1h 18m
movie,The Secret Philosophy,2010,90,1h 30m
movie,Rain Falls from Earth: Surviving Cambodia's Darkest Hour,2011,
movie,Rift,2011,100,1h 40m
movie,Bury the Hatchet,2010,120,2h 0m
movie,Chûshingura,2016,76,1h 16m
movie,Bulletface,2010,82,1h 22m
movie,First Circle,2010,72,1h 12m
movie,Jewtopia,2012,90,1h 30m
movie,Please Give,2010,87,1h 27m
movie,Harm's Way,2010,82,1h 22m
movie,Torn,2010,
movie,Eat Pray Love,2010,133,2h 13m
movie,Mama I Want to Sing,2011,100,1h 40m
movie,Sanctum,2011,108,1h 48m
movie,AIR: The Musical,2010,100,1h 40m
movie,Snitch,2013,112,1h 52m
movie,Wreckage,2010,87,1h 27m
movie,Drain Baby,2011,
movie,Legends of Oz: Dorothy's Return,2013,88,1h 28m
movie,The Wedding Ringer,2015,101,1h 41m
movie,Hyenas,2011,92,1h 32m
movie,Repo,2010,97,1h 37m
movie,Rollerboy,2013,81,1h 21m
movie,Honor,2010,118,1h 58m
movie,The Switch,2010,101,1h 41m
movie,RxCannabis: A Freedom Tale,2018,83,1h 23m
movie,Hamlet A.D.D.,2014,95,1h 35m
movie,Gun of the Black Sun,2011,90,1h 30m
movie,Letters to Juliet,2010,105,1h 45m
movie,How to Train Your Dragon,2010,98,1h 38m
movie,Shrek Forever After,2010,93,1h 33m
movie,Blur,2011,90,1h 30m
movie,From Prada to Nada,2011,107,1h 47m
movie,The Whistleblower,2010,112,1h 52m
movie,Don't Fade Away,2010,89,1h 29m
movie,The Key Man,2011,80,1h 20m
movie,Suite Française,2014,107,1h 47m
movie,Psych:9,2010,98,1h 38m
movie,Acts of Violence,2010,
movie,Westbrick Murders,2010,90,1h 30m
movie,The Hobbit: An Unexpected Journey,2012,169,2h 49m
movie,Love & Mercy,2014,121,2h 1m
movie,The Thing,2011,103,1h 43m
movie,The Grind,2012,85,1h 25m
movie,The Unlikely's,2016,
movie,Black Butterflies,2011,100,1h 40m
movie,Prey,2010,90,1h 30m
movie,Eager to Die,2010,109,1h 49m
movie,Exposed,2012,82,1h 22m
movie,A Merry Friggin' Christmas,2014,88,1h 28m
movie,Movin' In,2010,95,1h 35m
movie,House Under Siege,2010,78,1h 18m
movie,Monkeyman935,2010,
movie,Unthinkable,2010,97,1h 37m
movie,Jackboots on Whitehall,2010,91,1h 31m
movie,Gangster Kittens,2016,
movie,Periphery,2011,
movie,Victim,2010,90,1h 30m
movie,The Legend of Tarzan,2016,110,1h 50m
movie,The Happy Housewife,2010,100,1h 40m
movie,I Am Not a Bird,2018,
movie,The Dead Undead,2010,89,1h 29m
movie,Truth About Kerry,2010,84,1h 24m
movie,Pizza with Bullets,2010,99,1h 39m
movie,Harry Potter and the Deathly Hallows: Part 1,2010,146,2h 26m
movie,Road to Red,2016,120,2h 0m
movie,White Men Can't Dance,2012,105,1h 45m
movie,The Penthouse,2010,89,1h 29m
movie,Deep Gold 3D,2011,86,1h 26m
movie,The Man in the Silo,2016,55,0h 55m
movie,Jun-09,2018,95,1h 35m
movie,"Glenn, the Flying Robot",2010,85,1h 25m
movie,The Waiter,2010,92,1h 32m
movie,Rabbit Hole,2010,91,1h 31m
movie,Joe Dick,2017,96,1h 36m
movie,The Devil's Flower,2010,90,1h 30m
movie,The Last Airbender,2010,103,1h 43m
movie,Freaky Deaky,2012,90,1h 30m
movie,Silent Hill: Revelation,2012,95,1h 35m
movie,Arthur 3: The War of the Two Worlds,2010,101,1h 41m
movie,White Knuckles,2010,88,1h 28m
movie,Salt,2010,100,1h 40m
movie,Source Code,2011,93,1h 33m
movie,Black Swan,2010,108,1h 48m
movie,Green Zone,2010,115,1h 55m
movie,The Amazing Spider-Man,2012,136,2h 16m
movie,Coffee Sex You,2014,88,1h 28m
movie,The Killer Inside Me,2010,109,1h 49m
movie,Robin Hood,2010,140,2h 20m
movie,Reach Me,2014,95,1h 35m
movie,Nine Dead,2010,98,1h 38m
movie,Heart of Now,2010,90,1h 30m
movie,Let Me Survive,2013,
movie,Beautiful Darling,2010,85,1h 25m
movie,Private Security Officer: Los Angeles,2010,84,1h 24m
movie,"Truth in Numbers? Everything, According to Wikipedia",2010,85,1h 25m
movie,Avenge,2014,88,1h 28m
movie,A Monster in Paris,2011,90,1h 30m
movie,Devour,2011,
movie,The Trouble with Cali,2012,
movie,The House of Sun,2010,110,1h 50m
movie,Made in Romania,2010,95,1h 35m
movie,Feast of the Assumption: BTK and the Otero Family Murders,2010,86,1h 26m
movie,The Sorcerer's Apprentice,2010,109,1h 49m
movie,The Fighter,2010,116,1h 56m
movie,Pushin' Up Daisies,2010,87,1h 27m
movie,Have You Heard from Johannesburg: Hell of a Job,2010,57,0h 57m
movie,Have You Heard from Johannesburg: Road to Resistance,2010,65,1h 5m
movie,L'imbroglio nel lenzuolo,2010,105,1h 45m
movie,The Conspirator,2010,122,2h 2m
movie,Little Witch on a Broomstick,2011,90,1h 30m
movie,Strange Frame: Love & Sax,2012,98,1h 38m
movie,White Wall,2010,91,1h 31m
movie,Hugo,2011,126,2h 6m
movie,Little Fockers,2010,98,1h 38m
movie,The Chosen One,2010,101,1h 41m
movie,The Reason,2010,70,1h 10m
movie,Back Roads,2018,101,1h 41m
movie,Have You Heard from Johannesburg: Fair Play,2010,96,1h 36m
movie,Have You Heard from Johannesburg: The Bottom Line,2010,86,1h 26m
movie,Lives and Deaths of the Poets,2011,93,1h 33m
movie,Headhunter: The Assessment Weekend,2010,93,1h 33m
movie,Justice League,2017,120,2h 0m
movie,Black Limousine,2010,102,1h 42m
movie,Hitchcock,2012,98,1h 38m
movie,Sinatra Club,2010,88,1h 28m
movie,Boyle Heights,2010,101,1h 41m
movie,Chooriyan,2015,
movie,Fair Game,2010,108,1h 48m
movie,Sucker Punch,2011,110,1h 50m
movie,Have You Heard from Johannesburg: Free at Last,2010,78,1h 18m
movie,Lottery Ticket,2010,99,1h 39m
movie,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113,1h 53m
movie,Four,2012,75,1h 15m
movie,Heredity,2010,
movie,Funkytown,2011,132,2h 12m
movie,The Unwanted,2013,95,1h 35m
movie,The Adventures of Tintin,2011,107,1h 47m
movie,You're Nobody 'til Somebody Kills You,2012,86,1h 26m
movie,El Padrino II: Border Intrusion,2011,90,1h 30m
movie,A Dance for Grace,2010,
movie,Multiple Sarcasms,2010,97,1h 37m
movie,Machete,2010,105,1h 45m
movie,The Magic Crystal,2011,80,1h 20m
movie,A Flat,2010,103,1h 43m
movie,The Gainesville Ripper,2010,90,1h 30m
movie,Dear John,2010,108,1h 48m
movie,Detention,2010,81,1h 21m
movie,The Green Hornet,2011,119,1h 59m
movie,The Significant Other,2012,90,1h 30m
movie,Hanna,2011,111,1h 51m
movie,The Wolf of Wall Street,2013,180,3h 0m
movie,Adventure Scouts,2010,83,1h 23m
movie,The Courier,2012,95,1h 35m
movie,The Unforgiven,2011,115,1h 55m
movie,Pelé: Birth of a Legend,2016,107,1h 47m
movie,The Extendables,2014,84,1h 24m
movie,Legend of the Red Reaper,2013,99,1h 39m
movie,The Slimbones,2014,
movie,Bibliothèque Pascal,2010,105,1h 45m
movie,The Experiment,2010,96,1h 36m
movie,Looking for the Lost Tango,2010,90,1h 30m
movie,Two Knives,2011,107,1h 47m
movie,Straw Dogs,2011,110,1h 50m
movie,Megamind,2010,95,1h 35m
movie,The Young Messiah,2016,111,1h 51m
movie,If You Only Knew,2011,106,1h 46m
movie,Call of Life,2010,60,1h 0m
movie,Last Breath,2010,91,1h 31m
movie,The Iron Lady,2011,105,1h 45m
movie,Colombian Interviews,2011,
movie,Opal,2010,79,1h 19m
movie,The Steamroom,2010,91,1h 31m
movie,Return of the Atom,2015,110,1h 50m
movie,Love Sick Diaries,2010,
movie,Knight and Day,2010,109,1h 49m
movie,Dylan Dog: Dead of Night,2010,107,1h 47m
movie,Alice in Wonderland,2010,108,1h 48m
movie,Child 44,2015,137,2h 17m
movie,Bad Dog and Superhero,2014,72,1h 12m
movie,Holy Wars,2010,84,1h 24m
movie,Felony Murder,2019,
movie,The Sisterhood of Night,2014,104,1h 44m
movie,The Cursed,2010,88,1h 28m
movie,Pax,2010,75,1h 15m
movie,Prime of Your Life,2010,93,1h 33m
movie,Splintered,2010,85,1h 25m
movie,The Runaways,2010,106,1h 46m
movie,The Tortured,2010,79,1h 19m
movie,Heart Like a Hand Grenade,2015,96,1h 36m
movie,Our Brand Is Crisis,2015,107,1h 47m
movie,Jeffie Was Here,2010,110,1h 50m
movie,Deal,2010,101,1h 41m
movie,Selma,2014,128,2h 8m
movie,Centurion,2010,97,1h 37m
movie,Patagonia,2010,119,1h 59m
movie,The Method,2017,
movie,Certified Copy,2010,106,1h 46m
movie,Takedowns and Falls,2010,127,2h 7m
movie,Babies,2010,79,1h 19m
movie,Odd Brodsky,2014,93,1h 33m
movie,Deer Season,2015,92,1h 32m
movie,Rising Star,2010,98,1h 38m
movie,The Way Back,2010,133,2h 13m
movie,Where's My Stuff?,2011,85,1h 25m
movie,Kingshighway,2010,
movie,Programming the Nation?,2011,105,1h 45m
movie,Argo,2012,120,2h 0m
movie,Session,2011,89,1h 29m
movie,The People I've Slept With,2012,89,1h 29m
movie,Gunned Down,2017,95,1h 35m
movie,Palominas,2018,
movie,Gemini Man,2019,
movie,The Pardon,2013,120,2h 0m
movie,Dead Americans,2010,
movie,Kill Speed,2010,113,1h 53m
movie,Wall Street: Money Never Sleeps,2010,133,2h 13m
movie,Tied in Blood,2012,88,1h 28m
movie,Asylum Blackout,2011,85,1h 25m
movie,The Magnificent Eleven,2013,91,1h 31m
movie,Secretariat,2010,123,2h 3m
movie,Krrish 3,2013,152,2h 32m
movie,Poltergeist,2015,93,1h 33m
movie,Tied to a Chair,2011,94,1h 34m
movie,Beautiful Girl,2014,90,1h 30m
movie,The Warrior's Way,2010,100,1h 40m
movie,Inseparable,2011,97,1h 37m
movie,The Descendants,2011,115,1h 55m
movie,Bad Meat,2011,92,1h 32m
movie,Somewhere Tonight,2011,85,1h 25m
movie,Iron Sky,2012,93,1h 33m
movie,Cold Skin,2017,108,1h 48m
movie,The Eagle,2011,114,1h 54m
movie,Suspiria,2018,152,2h 32m
movie,The Photon Effect,2010,102,1h 42m
movie,Women's Studies,2010,96,1h 36m
movie,Cody the Robosapien,2013,86,1h 26m
movie,Everyday,2012,106,1h 46m
movie,The Book of Eli,2010,118,1h 58m
movie,The King of Fighters,2010,93,1h 33m
movie,Legion,2010,100,1h 40m
movie,The Story of Luke,2012,96,1h 36m
movie,The Bounty Hunter,2010,110,1h 50m
movie,Manipulation,2011,90,1h 30m
movie,Let the Game Begin,2010,110,1h 50m
movie,The Nutcracker in 3D,2010,110,1h 50m
movie,Just Inès,2010,90,1h 30m
movie,The Legend of Hercules,2014,99,1h 39m
movie,Not Another B Movie,2010,87,1h 27m
movie,For the Good of Others,2010,107,1h 47m
movie,Silver Linings Playbook,2012,122,2h 2m
movie,Wasteland,2011,80,1h 20m
movie,You and I,2011,100,1h 40m
movie,Ghost Hoax,2010,108,1h 48m
movie,Unfinished Song,2012,90,1h 30m
movie,Aaj Kal,2010,90,1h 30m
